Value,Category,Acreage,Year,FIPS
14,Mint,0.2,2020,16007
21,Barley,3518.5,2020,16007
22,Durum Wheat,2.7,2020,16007
23,Spring Wheat,6163.4,2020,16007
24,Winter Wheat,586,2020,16007
25,Other Small Grains,6,2020,16007
28,Oats,490.8,2020,16007
31,Canola,0.2,2020,16007
32,Flaxseed,2.9,2020,16007
33,Safflower,80.1,2020,16007
35,Mustard,12.2,2020,16007
36,Alfalfa,48809.6,2020,16007
37,Other Hay/Non Alfalfa,11545.6,2020,16007
41,Sugarbeets,1.1,2020,16007
42,Dry Beans,0.7,2020,16007
43,Potatoes,22.9,2020,16007
44,Other Crops,2,2020,16007
53,Peas,1.3,2020,16007
59,Sod/Grass Seed,92.7,2020,16007
61,Fallow/Idle Cropland,925.2,2020,16007
66,Cherries,0.2,2020,16007
68,Apples,0.4,2020,16007
111,Open Water,39532.7,2020,16007
121,Developed/Open Space,9710.9,2020,16007
122,Developed/Low Intensity,1713.3,2020,16007
123,Developed/Medium Intensity,361.6,2020,16007
124,Developed/High Intensity,89.8,2020,16007
131,Barren,390.1,2020,16007
141,Deciduous Forest,32215.2,2020,16007
142,Evergreen Forest,122618,2020,16007
143,Mixed Forest,3002.8,2020,16007
152,Shrubland,332137.7,2020,16007
176,Grass/Pasture,1371.7,2020,16007
190,Woody Wetlands,1910.1,2020,16007
195,Herbaceous Wetlands,54111.7,2020,16007
205,Triticale,162.8,2020,16007
228,Dbl Crop Triticale/Corn,0.4,2020,16007
14,Mint,0.9,2020,16009
21,Barley,697.2,2020,16009
23,Spring Wheat,8385.4,2020,16009
24,Winter Wheat,17657.9,2020,16009
25,Other Small Grains,0.4,2020,16009
28,Oats,755.7,2020,16009
29,Millet,1.1,2020,16009
31,Canola,276.2,2020,16009
32,Flaxseed,8.9,2020,16009
35,Mustard,4.4,2020,16009
36,Alfalfa,975.4,2020,16009
37,Other Hay/Non Alfalfa,14694.3,2020,16009
51,Chick Peas,2874.7,2020,16009
52,Lentils,6657.6,2020,16009
53,Peas,1119.3,2020,16009
56,Hops,0.2,2020,16009
58,Clover/Wildflowers,9.1,2020,16009
59,Sod/Grass Seed,9869.4,2020,16009
61,Fallow/Idle Cropland,1806.1,2020,16009
68,Apples,1.1,2020,16009
111,Open Water,5782,2020,16009
121,Developed/Open Space,5287,2020,16009
122,Developed/Low Intensity,2578.7,2020,16009
123,Developed/Medium Intensity,406.8,2020,16009
124,Developed/High Intensity,70.1,2020,16009
131,Barren,179,2020,16009
141,Deciduous Forest,71.8,2020,16009
142,Evergreen Forest,232343.5,2020,16009
143,Mixed Forest,6,2020,16009
152,Shrubland,150752,2020,16009
176,Grass/Pasture,33222.6,2020,16009
190,Woody Wetlands,1238.3,2020,16009
195,Herbaceous Wetlands,3773.1,2020,16009
205,Triticale,148.8,2020,16009
1,Corn,11154.9,2020,16011
4,Sorghum,439.2,2020,16011
21,Barley,23208.4,2020,16011
22,Durum Wheat,0.9,2020,16011
23,Spring Wheat,52762.9,2020,16011
24,Winter Wheat,69651.6,2020,16011
25,Other Small Grains,4,2020,16011
27,Rye,0.9,2020,16011
28,Oats,363.6,2020,16011
31,Canola,199.9,2020,16011
32,Flaxseed,0.4,2020,16011
33,Safflower,470.4,2020,16011
35,Mustard,195.5,2020,16011
36,Alfalfa,108686.7,2020,16011
37,Other Hay/Non Alfalfa,15854.7,2020,16011
41,Sugarbeets,24809.7,2020,16011
42,Dry Beans,1509.2,2020,16011
43,Potatoes,58123.3,2020,16011
44,Other Crops,935.4,2020,16011
53,Peas,1.3,2020,16011
58,Clover/Wildflowers,0.4,2020,16011
59,Sod/Grass Seed,283.6,2020,16011
61,Fallow/Idle Cropland,21728.2,2020,16011
111,Open Water,8434.8,2020,16011
121,Developed/Open Space,22289.5,2020,16011
122,Developed/Low Intensity,7442.2,2020,16011
123,Developed/Medium Intensity,2014.9,2020,16011
124,Developed/High Intensity,536.6,2020,16011
131,Barren,32067.8,2020,16011
141,Deciduous Forest,13711.5,2020,16011
142,Evergreen Forest,40198.3,2020,16011
143,Mixed Forest,22,2020,16011
152,Shrubland,624684.5,2020,16011
176,Grass/Pasture,177983.5,2020,16011
190,Woody Wetlands,32386.7,2020,16011
195,Herbaceous Wetlands,4187.7,2020,16011
205,Triticale,553.5,2020,16011
228,Dbl Crop Triticale/Corn,7.6,2020,16011
237,Dbl Crop Barley/Corn,2.2,2020,16011
1,Corn,736.8,2020,16013
4,Sorghum,2.2,2020,16013
13,Pop or Orn Corn,0.4,2020,16013
14,Mint,1.1,2020,16013
21,Barley,11133.5,2020,16013
22,Durum Wheat,2,2020,16013
23,Spring Wheat,1156,2020,16013
24,Winter Wheat,1279.9,2020,16013
27,Rye,11.3,2020,16013
28,Oats,135.4,2020,16013
33,Safflower,8,2020,16013
35,Mustard,93,2020,16013
36,Alfalfa,41218.6,2020,16013
37,Other Hay/Non Alfalfa,3778,2020,16013
41,Sugarbeets,1106.9,2020,16013
42,Dry Beans,860.7,2020,16013
43,Potatoes,2617.6,2020,16013
49,Onions,0.2,2020,16013
53,Peas,36,2020,16013
59,Sod/Grass Seed,2.2,2020,16013
61,Fallow/Idle Cropland,3233.2,2020,16013
66,Cherries,0.2,2020,16013
67,Peaches,1.1,2020,16013
70,Christmas Trees,0.4,2020,16013
111,Open Water,8624.2,2020,16013
112,Perennial Ice/Snow,1919.9,2020,16013
121,Developed/Open Space,8533.1,2020,16013
122,Developed/Low Intensity,6562,2020,16013
123,Developed/Medium Intensity,1694.9,2020,16013
124,Developed/High Intensity,198.2,2020,16013
131,Barren,46656.6,2020,16013
141,Deciduous Forest,211.9,2020,16013
142,Evergreen Forest,289889,2020,16013
143,Mixed Forest,9.3,2020,16013
152,Shrubland,915786,2020,16013
176,Grass/Pasture,338578.1,2020,16013
190,Woody Wetlands,7313.9,2020,16013
195,Herbaceous Wetlands,9341.9,2020,16013
205,Triticale,30.2,2020,16013
206,Carrots,0.9,2020,16013
228,Dbl Crop Triticale/Corn,4.4,2020,16013
1,Corn,45.8,2020,16015
4,Sorghum,0.2,2020,16015
6,Sunflowers,4.2,2020,16015
12,Sweet Corn,3.8,2020,16015
14,Mint,2.2,2020,16015
21,Barley,75.8,2020,16015
23,Spring Wheat,22.5,2020,16015
24,Winter Wheat,87.2,2020,16015
28,Oats,10.5,2020,16015
31,Canola,0.2,2020,16015
35,Mustard,0.2,2020,16015
36,Alfalfa,1253.6,2020,16015
37,Other Hay/Non Alfalfa,156.8,2020,16015
41,Sugarbeets,1.3,2020,16015
42,Dry Beans,4.4,2020,16015
43,Potatoes,1.3,2020,16015
44,Other Crops,0.4,2020,16015
47,Misc Vegs & Fruits,0.2,2020,16015
49,Onions,1.3,2020,16015
53,Peas,0.9,2020,16015
56,Hops,0.2,2020,16015
59,Sod/Grass Seed,1.1,2020,16015
61,Fallow/Idle Cropland,46.7,2020,16015
67,Peaches,6.7,2020,16015
68,Apples,0.2,2020,16015
69,Grapes,0.2,2020,16015
111,Open Water,2808.8,2020,16015
112,Perennial Ice/Snow,36.3,2020,16015
121,Developed/Open Space,4239.1,2020,16015
122,Developed/Low Intensity,2469.2,2020,16015
123,Developed/Medium Intensity,431,2020,16015
124,Developed/High Intensity,30.9,2020,16015
131,Barren,3491.4,2020,16015
141,Deciduous Forest,3433.3,2020,16015
142,Evergreen Forest,627387.1,2020,16015
143,Mixed Forest,444.8,2020,16015
152,Shrubland,442693.4,2020,16015
176,Grass/Pasture,129547.8,2020,16015
190,Woody Wetlands,1025.9,2020,16015
195,Herbaceous Wetlands,669.4,2020,16015
205,Triticale,7.1,2020,16015
206,Carrots,0.7,2020,16015
228,Dbl Crop Triticale/Corn,0.9,2020,16015
1,Corn,1.3,2020,16017
14,Mint,0.7,2020,16017
21,Barley,50.9,2020,16017
23,Spring Wheat,265.1,2020,16017
24,Winter Wheat,250,2020,16017
25,Other Small Grains,0.2,2020,16017
28,Oats,344,2020,16017
29,Millet,1.3,2020,16017
31,Canola,85.4,2020,16017
32,Flaxseed,0.4,2020,16017
35,Mustard,16,2020,16017
36,Alfalfa,1367.3,2020,16017
37,Other Hay/Non Alfalfa,2252.4,2020,16017
51,Chick Peas,24,2020,16017
52,Lentils,6.7,2020,16017
53,Peas,21.3,2020,16017
56,Hops,2.2,2020,16017
58,Clover/Wildflowers,3.3,2020,16017
59,Sod/Grass Seed,213.1,2020,16017
61,Fallow/Idle Cropland,156.1,2020,16017
68,Apples,0.4,2020,16017
111,Open Water,118795.9,2020,16017
121,Developed/Open Space,9923.5,2020,16017
122,Developed/Low Intensity,8818.8,2020,16017
123,Developed/Medium Intensity,1867.2,2020,16017
124,Developed/High Intensity,296.7,2020,16017
131,Barren,1401.1,2020,16017
141,Deciduous Forest,310.5,2020,16017
142,Evergreen Forest,878272.9,2020,16017
143,Mixed Forest,3.6,2020,16017
152,Shrubland,154064.3,2020,16017
176,Grass/Pasture,22741.2,2020,16017
190,Woody Wetlands,14916.7,2020,16017
195,Herbaceous Wetlands,11989.7,2020,16017
205,Triticale,61.8,2020,16017
1,Corn,5335.2,2020,16019
4,Sorghum,25.6,2020,16019
21,Barley,68872.7,2020,16019
22,Durum Wheat,3.1,2020,16019
23,Spring Wheat,48204,2020,16019
24,Winter Wheat,14371.1,2020,16019
25,Other Small Grains,42.9,2020,16019
27,Rye,128.8,2020,16019
28,Oats,622,2020,16019
30,Speltz,0.7,2020,16019
31,Canola,239.3,2020,16019
32,Flaxseed,98.1,2020,16019
33,Safflower,108.8,2020,16019
35,Mustard,1871.7,2020,16019
36,Alfalfa,64798,2020,16019
37,Other Hay/Non Alfalfa,6633.1,2020,16019
39,Buckwheat,0.2,2020,16019
41,Sugarbeets,46.9,2020,16019
42,Dry Beans,15.3,2020,16019
43,Potatoes,22132.9,2020,16019
44,Other Crops,11.3,2020,16019
49,Onions,0.2,2020,16019
53,Peas,256.6,2020,16019
58,Clover/Wildflowers,1.3,2020,16019
59,Sod/Grass Seed,838,2020,16019
61,Fallow/Idle Cropland,17300.1,2020,16019
68,Apples,0.2,2020,16019
111,Open Water,14437.2,2020,16019
121,Developed/Open Space,19911.7,2020,16019
122,Developed/Low Intensity,11837,2020,16019
123,Developed/Medium Intensity,5591,2020,16019
124,Developed/High Intensity,777.7,2020,16019
131,Barren,3842.3,2020,16019
141,Deciduous Forest,28584.4,2020,16019
142,Evergreen Forest,307177.7,2020,16019
143,Mixed Forest,57.2,2020,16019
152,Shrubland,524172.4,2020,16019
176,Grass/Pasture,15115.7,2020,16019
190,Woody Wetlands,7292.1,2020,16019
195,Herbaceous Wetlands,25472.9,2020,16019
205,Triticale,109.9,2020,16019
228,Dbl Crop Triticale/Corn,0.2,2020,16019
237,Dbl Crop Barley/Corn,0.7,2020,16019
1,Corn,98.7,2020,16021
14,Mint,0.4,2020,16021
21,Barley,2808.2,2020,16021
23,Spring Wheat,3821.9,2020,16021
24,Winter Wheat,8774.1,2020,16021
25,Other Small Grains,0.2,2020,16021
28,Oats,966.5,2020,16021
29,Millet,0.2,2020,16021
31,Canola,6901.6,2020,16021
32,Flaxseed,0.9,2020,16021
35,Mustard,333.6,2020,16021
36,Alfalfa,14477,2020,16021
37,Other Hay/Non Alfalfa,2795.3,2020,16021
44,Other Crops,1.6,2020,16021
51,Chick Peas,302.7,2020,16021
52,Lentils,3.1,2020,16021
53,Peas,249.5,2020,16021
56,Hops,0.2,2020,16021
59,Sod/Grass Seed,3171.1,2020,16021
61,Fallow/Idle Cropland,987.7,2020,16021
68,Apples,2.2,2020,16021
111,Open Water,6396.3,2020,16021
121,Developed/Open Space,4613.1,2020,16021
122,Developed/Low Intensity,3196.3,2020,16021
123,Developed/Medium Intensity,504.6,2020,16021
124,Developed/High Intensity,64.7,2020,16021
131,Barren,468.1,2020,16021
141,Deciduous Forest,199.7,2020,16021
142,Evergreen Forest,630907.6,2020,16021
143,Mixed Forest,2.9,2020,16021
152,Shrubland,94358.7,2020,16021
176,Grass/Pasture,20258.8,2020,16021
190,Woody Wetlands,4027.6,2020,16021
195,Herbaceous Wetlands,7044.1,2020,16021
205,Triticale,100.3,2020,16021
1,Corn,692.3,2020,16023
4,Sorghum,16,2020,16023
13,Pop or Orn Corn,0.4,2020,16023
14,Mint,0.4,2020,16023
21,Barley,8089.6,2020,16023
22,Durum Wheat,461.2,2020,16023
23,Spring Wheat,4409.4,2020,16023
24,Winter Wheat,1031.5,2020,16023
27,Rye,0.4,2020,16023
28,Oats,404.1,2020,16023
33,Safflower,158.3,2020,16023
35,Mustard,4.2,2020,16023
36,Alfalfa,49174.8,2020,16023
37,Other Hay/Non Alfalfa,12191.2,2020,16023
41,Sugarbeets,151,2020,16023
42,Dry Beans,46.7,2020,16023
43,Potatoes,1776.9,2020,16023
44,Other Crops,1.3,2020,16023
53,Peas,191.5,2020,16023
59,Sod/Grass Seed,1.1,2020,16023
61,Fallow/Idle Cropland,2251.3,2020,16023
70,Christmas Trees,0.2,2020,16023
111,Open Water,95.4,2020,16023
112,Perennial Ice/Snow,62.3,2020,16023
121,Developed/Open Space,2909.6,2020,16023
122,Developed/Low Intensity,4406.1,2020,16023
123,Developed/Medium Intensity,2009.1,2020,16023
124,Developed/High Intensity,229.7,2020,16023
131,Barren,40152,2020,16023
141,Deciduous Forest,27.4,2020,16023
142,Evergreen Forest,93236.5,2020,16023
143,Mixed Forest,8,2020,16023
152,Shrubland,1129073.2,2020,16023
176,Grass/Pasture,74733.1,2020,16023
190,Woody Wetlands,303.1,2020,16023
195,Herbaceous Wetlands,1110.6,2020,16023
205,Triticale,64.7,2020,16023
206,Carrots,12.7,2020,16023
228,Dbl Crop Triticale/Corn,3.8,2020,16023
1,Corn,40.3,2020,16025
4,Sorghum,0.7,2020,16025
13,Pop or Orn Corn,0.4,2020,16025
14,Mint,0.4,2020,16025
21,Barley,8453.7,2020,16025
23,Spring Wheat,3628.6,2020,16025
24,Winter Wheat,93.6,2020,16025
25,Other Small Grains,0.7,2020,16025
27,Rye,12,2020,16025
28,Oats,192.6,2020,16025
33,Safflower,0.2,2020,16025
35,Mustard,1.1,2020,16025
36,Alfalfa,75085.8,2020,16025
37,Other Hay/Non Alfalfa,480.8,2020,16025
41,Sugarbeets,1.6,2020,16025
42,Dry Beans,10,2020,16025
43,Potatoes,11.6,2020,16025
49,Onions,0.9,2020,16025
57,Herbs,0.2,2020,16025
59,Sod/Grass Seed,0.2,2020,16025
61,Fallow/Idle Cropland,1002.1,2020,16025
66,Cherries,0.2,2020,16025
67,Peaches,3.8,2020,16025
68,Apples,0.7,2020,16025
111,Open Water,1059.9,2020,16025
112,Perennial Ice/Snow,175.2,2020,16025
121,Developed/Open Space,4841.8,2020,16025
122,Developed/Low Intensity,602.7,2020,16025
123,Developed/Medium Intensity,72.1,2020,16025
124,Developed/High Intensity,1.8,2020,16025
131,Barren,272.4,2020,16025
141,Deciduous Forest,34,2020,16025
142,Evergreen Forest,158319.4,2020,16025
143,Mixed Forest,2.9,2020,16025
152,Shrubland,324094.4,2020,16025
176,Grass/Pasture,102471.4,2020,16025
190,Woody Wetlands,4462.6,2020,16025
195,Herbaceous Wetlands,5177.1,2020,16025
205,Triticale,16,2020,16025
228,Dbl Crop Triticale/Corn,0.4,2020,16025
1,Corn,40421.3,2020,16027
4,Sorghum,117.2,2020,16027
6,Sunflowers,25.1,2020,16027
12,Sweet Corn,3889,2020,16027
13,Pop or Orn Corn,278.4,2020,16027
14,Mint,12702.5,2020,16027
21,Barley,1245.2,2020,16027
23,Spring Wheat,2022.2,2020,16027
24,Winter Wheat,30686.5,2020,16027
27,Rye,4.4,2020,16027
28,Oats,127.9,2020,16027
31,Canola,33.1,2020,16027
35,Mustard,1.1,2020,16027
36,Alfalfa,64116.8,2020,16027
37,Other Hay/Non Alfalfa,2705.7,2020,16027
41,Sugarbeets,9797.6,2020,16027
42,Dry Beans,9071.7,2020,16027
43,Potatoes,4149,2020,16027
44,Other Crops,800.6,2020,16027
47,Misc Vegs & Fruits,382.5,2020,16027
48,Watermelons,11.3,2020,16027
49,Onions,8096.3,2020,16027
52,Lentils,0.2,2020,16027
53,Peas,3110.6,2020,16027
56,Hops,7490.3,2020,16027
57,Herbs,1.8,2020,16027
58,Clover/Wildflowers,304.9,2020,16027
59,Sod/Grass Seed,166.1,2020,16027
61,Fallow/Idle Cropland,6715.2,2020,16027
66,Cherries,1946.4,2020,16027
67,Peaches,504.4,2020,16027
68,Apples,133.4,2020,16027
69,Grapes,268,2020,16027
111,Open Water,12504.8,2020,16027
121,Developed/Open Space,32581.5,2020,16027
122,Developed/Low Intensity,15254.9,2020,16027
123,Developed/Medium Intensity,3778,2020,16027
124,Developed/High Intensity,776.2,2020,16027
131,Barren,116.5,2020,16027
141,Deciduous Forest,4.7,2020,16027
142,Evergreen Forest,113.2,2020,16027
143,Mixed Forest,1.6,2020,16027
152,Shrubland,12491,2020,16027
176,Grass/Pasture,87107.1,2020,16027
190,Woody Wetlands,356.3,2020,16027
195,Herbaceous Wetlands,2969.4,2020,16027
205,Triticale,3135.1,2020,16027
206,Carrots,1557.7,2020,16027
216,Peppers,99.4,2020,16027
219,Greens,81.2,2020,16027
220,Plums,307.6,2020,16027
227,Lettuce,29.8,2020,16027
228,Dbl Crop Triticale/Corn,870.9,2020,16027
242,Blueberries,51.2,2020,16027
243,Cabbage,0.4,2020,16027
246,Radishes,310.9,2020,16027
247,Turnips,442.6,2020,16027
1,Corn,100.1,2020,16029
4,Sorghum,240.4,2020,16029
21,Barley,48454.5,2020,16029
22,Durum Wheat,2,2020,16029
23,Spring Wheat,36967.6,2020,16029
24,Winter Wheat,14582,2020,16029
25,Other Small Grains,32.7,2020,16029
28,Oats,1992.4,2020,16029
31,Canola,308.7,2020,16029
32,Flaxseed,403,2020,16029
33,Safflower,426.1,2020,16029
35,Mustard,885.1,2020,16029
36,Alfalfa,49157,2020,16029
37,Other Hay/Non Alfalfa,8382.9,2020,16029
41,Sugarbeets,7.3,2020,16029
42,Dry Beans,1.6,2020,16029
43,Potatoes,7522.5,2020,16029
44,Other Crops,169.7,2020,16029
49,Onions,0.2,2020,16029
53,Peas,261.3,2020,16029
59,Sod/Grass Seed,192.1,2020,16029
61,Fallow/Idle Cropland,14539.7,2020,16029
111,Open Water,20061.6,2020,16029
121,Developed/Open Space,13275,2020,16029
122,Developed/Low Intensity,2306.7,2020,16029
123,Developed/Medium Intensity,949.4,2020,16029
124,Developed/High Intensity,229.5,2020,16029
131,Barren,477.3,2020,16029
141,Deciduous Forest,39433.2,2020,16029
142,Evergreen Forest,293434.8,2020,16029
143,Mixed Forest,1103.5,2020,16029
152,Shrubland,555881.4,2020,16029
176,Grass/Pasture,10604.9,2020,16029
190,Woody Wetlands,5480,2020,16029
195,Herbaceous Wetlands,23065,2020,16029
205,Triticale,130.8,2020,16029
228,Dbl Crop Triticale/Corn,2.9,2020,16029
1,Corn,39695.7,2020,16031
4,Sorghum,244.6,2020,16031
13,Pop or Orn Corn,0.2,2020,16031
14,Mint,8,2020,16031
21,Barley,33544.7,2020,16031
22,Durum Wheat,1031,2020,16031
23,Spring Wheat,14592.2,2020,16031
24,Winter Wheat,42430.7,2020,16031
25,Other Small Grains,3.6,2020,16031
27,Rye,1.1,2020,16031
28,Oats,2414.1,2020,16031
31,Canola,0.4,2020,16031
32,Flaxseed,1.1,2020,16031
33,Safflower,3490.7,2020,16031
35,Mustard,1110.6,2020,16031
36,Alfalfa,90648.9,2020,16031
37,Other Hay/Non Alfalfa,18881.8,2020,16031
41,Sugarbeets,30471.6,2020,16031
42,Dry Beans,10608,2020,16031
43,Potatoes,26524.3,2020,16031
44,Other Crops,19.8,2020,16031
49,Onions,13.1,2020,16031
53,Peas,169.5,2020,16031
56,Hops,0.2,2020,16031
58,Clover/Wildflowers,3.8,2020,16031
59,Sod/Grass Seed,667.2,2020,16031
61,Fallow/Idle Cropland,25201.3,2020,16031
68,Apples,0.2,2020,16031
70,Christmas Trees,1.8,2020,16031
111,Open Water,9090.4,2020,16031
121,Developed/Open Space,22598.9,2020,16031
122,Developed/Low Intensity,5307.7,2020,16031
123,Developed/Medium Intensity,1418,2020,16031
124,Developed/High Intensity,142.6,2020,16031
131,Barren,304.7,2020,16031
141,Deciduous Forest,3273,2020,16031
142,Evergreen Forest,62895.9,2020,16031
143,Mixed Forest,201.5,2020,16031
152,Shrubland,953602,2020,16031
176,Grass/Pasture,237907.8,2020,16031
190,Woody Wetlands,1078.4,2020,16031
195,Herbaceous Wetlands,794.2,2020,16031
205,Triticale,4686.3,2020,16031
206,Carrots,20.9,2020,16031
228,Dbl Crop Triticale/Corn,6282.6,2020,16031
237,Dbl Crop Barley/Corn,0.2,2020,16031
242,Blueberries,4.4,2020,16031
1,Corn,2339.8,2020,16033
4,Sorghum,8,2020,16033
21,Barley,4797.7,2020,16033
23,Spring Wheat,7029.4,2020,16033
24,Winter Wheat,445.7,2020,16033
25,Other Small Grains,2.4,2020,16033
28,Oats,73.6,2020,16033
33,Safflower,37.8,2020,16033
35,Mustard,9.6,2020,16033
36,Alfalfa,31109.9,2020,16033
37,Other Hay/Non Alfalfa,5436.4,2020,16033
41,Sugarbeets,5.6,2020,16033
42,Dry Beans,4.2,2020,16033
43,Potatoes,2364.5,2020,16033
58,Clover/Wildflowers,0.7,2020,16033
59,Sod/Grass Seed,23.6,2020,16033
61,Fallow/Idle Cropland,1247.2,2020,16033
111,Open Water,295.6,2020,16033
121,Developed/Open Space,5681.3,2020,16033
122,Developed/Low Intensity,2111.4,2020,16033
123,Developed/Medium Intensity,553.5,2020,16033
124,Developed/High Intensity,51.4,2020,16033
131,Barren,521.7,2020,16033
141,Deciduous Forest,185.5,2020,16033
142,Evergreen Forest,171416.7,2020,16033
143,Mixed Forest,30.5,2020,16033
152,Shrubland,760039.3,2020,16033
176,Grass/Pasture,110478.3,2020,16033
190,Woody Wetlands,1121.5,2020,16033
195,Herbaceous Wetlands,22173.9,2020,16033
205,Triticale,44.3,2020,16033
228,Dbl Crop Triticale/Corn,0.9,2020,16033
1,Corn,2,2020,16035
12,Sweet Corn,2.2,2020,16035
14,Mint,0.9,2020,16035
21,Barley,459,2020,16035
23,Spring Wheat,3227.2,2020,16035
24,Winter Wheat,7917.7,2020,16035
25,Other Small Grains,0.2,2020,16035
28,Oats,35.8,2020,16035
29,Millet,2.4,2020,16035
31,Canola,981.4,2020,16035
32,Flaxseed,6.7,2020,16035
34,Rape Seed,3.6,2020,16035
35,Mustard,0.4,2020,16035
36,Alfalfa,1397.3,2020,16035
37,Other Hay/Non Alfalfa,8976.1,2020,16035
41,Sugarbeets,0.2,2020,16035
42,Dry Beans,0.4,2020,16035
51,Chick Peas,531.5,2020,16035
52,Lentils,456.4,2020,16035
53,Peas,820.2,2020,16035
58,Clover/Wildflowers,4.2,2020,16035
59,Sod/Grass Seed,4062.9,2020,16035
61,Fallow/Idle Cropland,2781.9,2020,16035
68,Apples,0.2,2020,16035
111,Open Water,16322.4,2020,16035
121,Developed/Open Space,4098.1,2020,16035
122,Developed/Low Intensity,2003.3,2020,16035
123,Developed/Medium Intensity,373.6,2020,16035
124,Developed/High Intensity,36.7,2020,16035
131,Barren,804,2020,16035
141,Deciduous Forest,342,2020,16035
142,Evergreen Forest,1152372.6,2020,16035
143,Mixed Forest,390.1,2020,16035
152,Shrubland,333214.6,2020,16035
176,Grass/Pasture,49161.2,2020,16035
190,Woody Wetlands,713.2,2020,16035
195,Herbaceous Wetlands,790.8,2020,16035
205,Triticale,24.2,2020,16035
228,Dbl Crop Triticale/Corn,0.2,2020,16035
1,Corn,253.1,2020,16037
4,Sorghum,3.6,2020,16037
14,Mint,4.4,2020,16037
21,Barley,2817.5,2020,16037
22,Durum Wheat,58.3,2020,16037
23,Spring Wheat,1432.4,2020,16037
24,Winter Wheat,90.3,2020,16037
27,Rye,4,2020,16037
28,Oats,180.1,2020,16037
33,Safflower,12,2020,16037
35,Mustard,1.1,2020,16037
36,Alfalfa,30483.9,2020,16037
37,Other Hay/Non Alfalfa,4853.1,2020,16037
41,Sugarbeets,6.7,2020,16037
42,Dry Beans,42.3,2020,16037
43,Potatoes,586.9,2020,16037
53,Peas,3.3,2020,16037
59,Sod/Grass Seed,7.6,2020,16037
61,Fallow/Idle Cropland,238.2,2020,16037
67,Peaches,0.7,2020,16037
68,Apples,2,2020,16037
70,Christmas Trees,3.8,2020,16037
111,Open Water,6742.3,2020,16037
112,Perennial Ice/Snow,4745.2,2020,16037
121,Developed/Open Space,4849.8,2020,16037
122,Developed/Low Intensity,5337.5,2020,16037
123,Developed/Medium Intensity,2908.3,2020,16037
124,Developed/High Intensity,118.1,2020,16037
131,Barren,12781.5,2020,16037
141,Deciduous Forest,56,2020,16037
142,Evergreen Forest,985394.9,2020,16037
143,Mixed Forest,5.6,2020,16037
152,Shrubland,1781606.6,2020,16037
176,Grass/Pasture,288714.5,2020,16037
190,Woody Wetlands,4151.2,2020,16037
195,Herbaceous Wetlands,20880.9,2020,16037
205,Triticale,24,2020,16037
228,Dbl Crop Triticale/Corn,2.2,2020,16037
242,Blueberries,4.7,2020,16037
1,Corn,20137.8,2020,16039
4,Sorghum,10.2,2020,16039
6,Sunflowers,1023,2020,16039
12,Sweet Corn,9.8,2020,16039
13,Pop or Orn Corn,0.4,2020,16039
14,Mint,1793.6,2020,16039
21,Barley,4616.9,2020,16039
23,Spring Wheat,2940.3,2020,16039
24,Winter Wheat,13659.7,2020,16039
27,Rye,4109.2,2020,16039
28,Oats,900.7,2020,16039
31,Canola,0.2,2020,16039
35,Mustard,1.3,2020,16039
36,Alfalfa,52563.9,2020,16039
37,Other Hay/Non Alfalfa,1993.1,2020,16039
41,Sugarbeets,3364.6,2020,16039
42,Dry Beans,2671.4,2020,16039
43,Potatoes,5950.2,2020,16039
44,Other Crops,345.6,2020,16039
47,Misc Vegs & Fruits,1.8,2020,16039
48,Watermelons,1.1,2020,16039
49,Onions,57.4,2020,16039
52,Lentils,0.4,2020,16039
53,Peas,7.3,2020,16039
56,Hops,4.9,2020,16039
57,Herbs,8.2,2020,16039
58,Clover/Wildflowers,3.1,2020,16039
59,Sod/Grass Seed,24.9,2020,16039
61,Fallow/Idle Cropland,12497.7,2020,16039
66,Cherries,0.4,2020,16039
67,Peaches,16.9,2020,16039
111,Open Water,13074.6,2020,16039
112,Perennial Ice/Snow,143.9,2020,16039
121,Developed/Open Space,14333.6,2020,16039
122,Developed/Low Intensity,7174.5,2020,16039
123,Developed/Medium Intensity,4003.8,2020,16039
124,Developed/High Intensity,1016.6,2020,16039
131,Barren,3155.3,2020,16039
141,Deciduous Forest,18,2020,16039
142,Evergreen Forest,230678.2,2020,16039
143,Mixed Forest,2,2020,16039
152,Shrubland,695339.8,2020,16039
176,Grass/Pasture,878943.5,2020,16039
190,Woody Wetlands,2818.4,2020,16039
195,Herbaceous Wetlands,1905.9,2020,16039
205,Triticale,2986.8,2020,16039
206,Carrots,7.6,2020,16039
228,Dbl Crop Triticale/Corn,2.7,2020,16039
229,Pumpkins,2.9,2020,16039
246,Radishes,0.7,2020,16039
247,Turnips,0.4,2020,16039
1,Corn,5293.9,2020,16041
4,Sorghum,46,2020,16041
12,Sweet Corn,0.4,2020,16041
21,Barley,4091.2,2020,16041
23,Spring Wheat,4854.9,2020,16041
24,Winter Wheat,13712,2020,16041
25,Other Small Grains,8.2,2020,16041
28,Oats,405.6,2020,16041
31,Canola,2.2,2020,16041
32,Flaxseed,0.9,2020,16041
33,Safflower,4159.4,2020,16041
35,Mustard,61.8,2020,16041
36,Alfalfa,58804.7,2020,16041
37,Other Hay/Non Alfalfa,11498.9,2020,16041
41,Sugarbeets,22,2020,16041
42,Dry Beans,391.9,2020,16041
43,Potatoes,850.4,2020,16041
44,Other Crops,6,2020,16041
