Variety,Yield,Year,State,Source,outlier
SIMCOE YCR 14,1845,2019,Oregon,HGA 273.pdf,FALSE
SIMCOE YCR 14,1823,2020,Oregon,HGA 346.pdf,FALSE
SIMCOE YCR 14,1643,2021,Oregon,HGA 405.pdf,FALSE
SIMCOE YCR 14,1646,2022,Oregon,HGA 435.pdf,FALSE
SIMCOE YCR 14,1225,2023,Oregon,NASS,FALSE
SIMCOE YCR 14,1337,2024,Oregon,NASS,FALSE
SIMCOE YCR 14,1758,2008,Washington,HGA 14.pdf,FALSE
SIMCOE YCR 14,2137,2009,Washington,HGA 13.pdf,TRUE
SIMCOE YCR 14,1698,2010,Washington,HGA 12.pdf,FALSE
SIMCOE YCR 14,1779,2011,Washington,HGA 11.pdf,FALSE
SIMCOE YCR 14,1679,2012,Washington,HGA 10.pdf,FALSE
SIMCOE YCR 14,1682,2013,Washington,HGA 9.pdf,FALSE
SIMCOE YCR 14,1542,2014,Washington,HGA 6.pdf,FALSE
SIMCOE YCR 14,1540,2015,Washington,HGA 5.pdf,FALSE
SIMCOE YCR 14,1673,2016,Washington,HGA 76.pdf,FALSE
SIMCOE YCR 14,1792,2017,Washington,HGA 105.pdf,FALSE
SIMCOE YCR 14,1642,2018,Washington,HGA 168.pdf,FALSE
SIMCOE YCR 14,1788,2019,Washington,HGA 273.pdf,FALSE
SIMCOE YCR 14,1643,2020,Washington,HGA 346.pdf,FALSE
SIMCOE YCR 14,1646,2021,Washington,HGA 405.pdf,FALSE
SIMCOE YCR 14,1380,2022,Washington,HGA 435.pdf,FALSE
SIMCOE YCR 14,1539,2023,Washington,NASS,FALSE
SIMCOE YCR 14,1527,2024,Washington,NASS,FALSE
SORACHI ACE,1042,2018,Washington,HGA 168.pdf,FALSE
STERLING,2065,2001,Oregon,HGA 21.pdf,FALSE
STERLING,1895,2002,Oregon,HGA 20.pdf,FALSE
STERLING,2005,2003,Oregon,HGA 19.pdf,FALSE
STERLING,1209,2004,Oregon,HGA 18.pdf,FALSE
STERLING,1451,2005,Oregon,HGA 17.pdf,FALSE
STERLING,2672,2006,Oregon,HGA 16.pdf,TRUE
STERLING,1665,2007,Oregon,HGA 15.pdf,FALSE
STERLING,1667,2008,Oregon,HGA 14.pdf,FALSE
STERLING,1684,2009,Oregon,HGA 13.pdf,FALSE
STERLING,1644,2010,Oregon,HGA 12.pdf,FALSE
STERLING,1915,2011,Oregon,HGA 11.pdf,FALSE
STERLING,1621,2013,Oregon,HGA 9.pdf,FALSE
STERLING,1423,2014,Oregon,HGA 6.pdf,FALSE
STERLING,1344,2015,Oregon,HGA 5.pdf,FALSE
STERLING,1626,2016,Oregon,HGA 76.pdf,FALSE
STERLING,1407,2017,Oregon,HGA 105.pdf,FALSE
STERLING,1760,2018,Oregon,HGA 168.pdf,FALSE
STERLING,1643,2019,Oregon,HGA 273.pdf,FALSE
STERLING,1728,2020,Oregon,HGA 346.pdf,FALSE
STERLING,1321,2021,Oregon,HGA 405.pdf,FALSE
STERLING,1559,2022,Oregon,HGA 435.pdf,FALSE
STERLING,1859,2023,Oregon,NASS,FALSE
STERLING,1451,2024,Oregon,NASS,FALSE
STERLING,1527,2005,Washington,HGA 17.pdf,FALSE
STERLING,1419,2006,Washington,HGA 16.pdf,FALSE
STRATA OR 91331,2066,2019,Oregon,HGA 273.pdf,FALSE
STRATA OR 91331,2068,2020,Oregon,HGA 346.pdf,FALSE
STRATA OR 91331,1889,2021,Oregon,HGA 405.pdf,FALSE
STRATA OR 91331,2000,2022,Oregon,HGA 435.pdf,FALSE
STRATA OR 91331,1617,2023,Oregon,NASS,TRUE
STRATA OR 91331,1961,2024,Oregon,NASS,FALSE
SUMMIT,1864,2006,Washington,HGA 16.pdf,FALSE
SUMMIT,1822,2007,Washington,HGA 15.pdf,FALSE
SUMMIT,2084,2012,Washington,HGA 10.pdf,FALSE
SUMMIT,1873,2013,Washington,HGA 9.pdf,FALSE
SUMMIT,2105,2014,Washington,HGA 6.pdf,FALSE
SUMMIT,1969,2015,Washington,HGA 5.pdf,FALSE
SUMMIT,1648,2016,Washington,HGA 76.pdf,FALSE
SUMMIT,2067,2017,Washington,HGA 105.pdf,FALSE
SUMMIT,1826,2018,Washington,HGA 168.pdf,FALSE
SUMMIT,1816,2019,Washington,HGA 273.pdf,FALSE
SUMMIT,1096,2020,Washington,HGA 346.pdf,TRUE
SUMMIT,1351,2021,Washington,HGA 405.pdf,TRUE
SUPER GALENA,2201,2013,Idaho,NASS,FALSE
SUPER GALENA,2165,2014,Idaho,HGA 6.pdf,FALSE
SUPER GALENA,2189,2015,Idaho,HGA 5.pdf,FALSE
SUPER GALENA,1872,2016,Idaho,HGA 76.pdf,TRUE
SUPER GALENA,2493,2018,Idaho,HGA 168.pdf,TRUE
SUPER GALENA,2127,2021,Idaho,HGA 405.pdf,FALSE
SUPER GALENA,2263,2011,Oregon,HGA 11.pdf,FALSE
SUPER GALENA,2763,2012,Oregon,HGA 10.pdf,FALSE
SUPER GALENA,1852,2013,Oregon,NASS,FALSE
SUPER GALENA,2309,2014,Oregon,HGA 6.pdf,FALSE
SUPER GALENA,2340,2015,Oregon,HGA 5.pdf,FALSE
SUPER GALENA,2096,2017,Oregon,HGA 105.pdf,FALSE
SUPER GALENA,2216,2018,Oregon,HGA 168.pdf,FALSE
SUPER GALENA,2580,2019,Oregon,HGA 273.pdf,FALSE
SUPER GALENA,2801,2020,Oregon,HGA 346.pdf,FALSE
SUPER GALENA,2104,2008,Washington,HGA 14.pdf,TRUE
SUPER GALENA,3186,2009,Washington,HGA 13.pdf,FALSE
SUPER GALENA,2622,2010,Washington,HGA 12.pdf,FALSE
SUPER GALENA,3041,2011,Washington,HGA 11.pdf,FALSE
SUPER GALENA,2645,2012,Washington,HGA 10.pdf,FALSE
SUPER GALENA,2816,2013,Washington,NASS,FALSE
SUPER GALENA,2562,2014,Washington,HGA 6.pdf,FALSE
SUPER GALENA,2729,2015,Washington,HGA 5.pdf,FALSE
SUPER GALENA,2501,2016,Washington,HGA 76.pdf,FALSE
SUPER GALENA,2647,2017,Washington,HGA 105.pdf,FALSE
SUPER GALENA,3133,2018,Washington,HGA 168.pdf,FALSE
SUPER GALENA,2871,2019,Washington,HGA 273.pdf,FALSE
SUPER GALENA,2636,2020,Washington,HGA 346.pdf,FALSE
SUPER GALENA,2849,2021,Washington,HGA 405.pdf,FALSE
SUPER GALENA,2838,2022,Washington,HGA 435.pdf,FALSE
SUPER GALENA,2970,2023,Washington,NASS,FALSE
SUPER GALENA,2921,2024,Washington,NASS,FALSE
TAHOMA,1884,2023,Oregon,NASS,FALSE
TAHOMA,1752,2017,Washington,HGA 105.pdf,FALSE
TAHOMA,2147,2018,Washington,HGA 168.pdf,FALSE
TAHOMA,1958,2019,Washington,HGA 273.pdf,FALSE
TAHOMA,1588,2020,Washington,HGA 346.pdf,FALSE
TAHOMA,1055,2021,Washington,HGA 405.pdf,FALSE
TAHOMA,1310,2022,Washington,HGA 435.pdf,FALSE
TAHOMA,1589,2023,Washington,NASS,FALSE
TAHOMA,1329,2024,Washington,NASS,FALSE
TALUS HBC 692,1483,2022,Oregon,HGA 435.pdf,FALSE
TALUS HBC 692,1703,2022,Washington,HGA 435.pdf,FALSE
TALUS HBC 692,1967,2023,Washington,NASS,FALSE
TALUS HBC 692,1864,2024,Washington,NASS,FALSE
TETTNANGER,1634,2011,Oregon,HGA 11.pdf,FALSE
TETTNANGER,1493,2012,Oregon,HGA 10.pdf,FALSE
TETTNANGER,1242,2015,Oregon,HGA 5.pdf,FALSE
TETTNANGER,1193,2016,Oregon,HGA 76.pdf,FALSE
TETTNANGER,1013,2017,Oregon,HGA 105.pdf,FALSE
TETTNANGER,1027,2018,Oregon,HGA 168.pdf,FALSE
TETTNANGER,1058,2001,Washington,HGA 21.pdf,FALSE
TETTNANGER,1277,2002,Washington,HGA 20.pdf,FALSE
TETTNANGER,1003,2012,Washington,HGA 10.pdf,FALSE
TETTNANGER,755,2013,Washington,HGA 9.pdf,FALSE
TETTNANGER,1202,2017,Washington,HGA 105.pdf,FALSE
TILLICUM,1836,2001,Washington,HGA 21.pdf,FALSE
TILLICUM,2075,2002,Washington,HGA 20.pdf,FALSE
TILLICUM,2325,2003,Washington,HGA 19.pdf,FALSE
TRIUMPH,365,2020,Idaho,HGA 346.pdf,FALSE
TRIUMPH,1063,2021,Idaho,HGA 405.pdf,FALSE
TRIUMPH,871,2022,Idaho,HGA 435.pdf,FALSE
VANGUARD,1372,2001,Washington,HGA 21.pdf,FALSE
VANGUARD,1470,2007,Washington,HGA 15.pdf,FALSE
VANGUARD,1280,2012,Washington,HGA 10.pdf,FALSE
VANGUARD,1349,2013,Washington,HGA 9.pdf,FALSE
VANGUARD,1455,2014,Washington,HGA 6.pdf,FALSE
VANGUARD,1223,2015,Washington,HGA 5.pdf,FALSE
WARRIOR YCR 5,1949,2001,Washington,HGA 21.pdf,FALSE
WARRIOR YCR 5,2125,2002,Washington,HGA 20.pdf,FALSE
WARRIOR YCR 5,2126,2003,Washington,HGA 19.pdf,FALSE
WARRIOR YCR 5,2300,2004,Washington,HGA 18.pdf,FALSE
WARRIOR YCR 5,1830,2005,Washington,HGA 17.pdf,FALSE
WARRIOR YCR 5,2159,2006,Washington,HGA 16.pdf,FALSE
WARRIOR YCR 5,1903,2007,Washington,HGA 15.pdf,FALSE
WARRIOR YCR 5,1846,2008,Washington,HGA 14.pdf,FALSE
WARRIOR YCR 5,2110,2009,Washington,HGA 13.pdf,FALSE
WARRIOR YCR 5,1778,2010,Washington,HGA 12.pdf,FALSE
WARRIOR YCR 5,2061,2011,Washington,HGA 11.pdf,FALSE
WARRIOR YCR 5,1968,2012,Washington,HGA 10.pdf,FALSE
WARRIOR YCR 5,2169,2013,Washington,HGA 9.pdf,FALSE
WARRIOR YCR 5,1821,2014,Washington,HGA 6.pdf,FALSE
WARRIOR YCR 5,1669,2020,Washington,HGA 346.pdf,FALSE
WARRIOR YCR 5,2240,2021,Washington,HGA 405.pdf,FALSE
WARRIOR YCR 5,1610,2022,Washington,HGA 435.pdf,FALSE
WARRIOR YCR 5,2070,2023,Washington,NASS,FALSE
WARRIOR YCR 5,1723,2024,Washington,NASS,FALSE
WILLAMETTE,1534,2000,Idaho,HGA 22.pdf,FALSE
WILLAMETTE,1077,2001,Idaho,HGA 21.pdf,FALSE
WILLAMETTE,1689,2017,Idaho,HGA 105.pdf,FALSE
WILLAMETTE,1695,2019,Idaho,HGA 273.pdf,FALSE
WILLAMETTE,1311,2021,Idaho,HGA 405.pdf,FALSE
WILLAMETTE,1393,2022,Idaho,HGA 435.pdf,FALSE
WILLAMETTE,1440,2023,Idaho,NASS,FALSE
WILLAMETTE,1501,2024,Idaho,NASS,FALSE
WILLAMETTE,1549,2000,Oregon,HGA 22.pdf,FALSE
WILLAMETTE,1423,2001,Oregon,HGA 21.pdf,FALSE
WILLAMETTE,1528,2002,Oregon,HGA 20.pdf,FALSE
WILLAMETTE,1369,2003,Oregon,HGA 19.pdf,FALSE
WILLAMETTE,1507,2004,Oregon,HGA 18.pdf,FALSE
WILLAMETTE,1385,2005,Oregon,HGA 17.pdf,FALSE
WILLAMETTE,1459,2006,Oregon,HGA 16.pdf,FALSE
WILLAMETTE,1577,2007,Oregon,HGA 15.pdf,FALSE
WILLAMETTE,1539,2008,Oregon,HGA 14.pdf,FALSE
WILLAMETTE,1561,2009,Oregon,HGA 13.pdf,FALSE
WILLAMETTE,1535,2010,Oregon,HGA 12.pdf,FALSE
WILLAMETTE,1716,2011,Oregon,HGA 11.pdf,TRUE
WILLAMETTE,1663,2012,Oregon,HGA 10.pdf,FALSE
WILLAMETTE,1491,2013,Oregon,HGA 9.pdf,FALSE
WILLAMETTE,1453,2014,Oregon,HGA 6.pdf,FALSE
WILLAMETTE,1226,2015,Oregon,HGA 5.pdf,TRUE
WILLAMETTE,1573,2016,Oregon,HGA 76.pdf,FALSE
WILLAMETTE,1324,2017,Oregon,HGA 105.pdf,FALSE
WILLAMETTE,1489,2018,Oregon,NASS,FALSE
WILLAMETTE,1717,2019,Oregon,HGA 273.pdf,TRUE
WILLAMETTE,1857,2020,Oregon,HGA 346.pdf,TRUE
WILLAMETTE,1461,2021,Oregon,HGA 405.pdf,FALSE
WILLAMETTE,1489,2022,Oregon,HGA 435.pdf,FALSE
WILLAMETTE,1524,2023,Oregon,NASS,FALSE
WILLAMETTE,1465,2024,Oregon,NASS,FALSE
WILLAMETTE,1372,2000,Washington,HGA 22.pdf,FALSE
WILLAMETTE,1309,2001,Washington,HGA 21.pdf,FALSE
WILLAMETTE,1381,2002,Washington,HGA 20.pdf,FALSE
WILLAMETTE,1332,2003,Washington,HGA 19.pdf,FALSE
WILLAMETTE,1411,2004,Washington,HGA 18.pdf,FALSE
WILLAMETTE,1333,2005,Washington,HGA 17.pdf,FALSE
WILLAMETTE,1222,2006,Washington,HGA 16.pdf,FALSE
WILLAMETTE,1318,2007,Washington,HGA 15.pdf,FALSE
WILLAMETTE,1351,2008,Washington,HGA 14.pdf,FALSE
WILLAMETTE,1455,2009,Washington,HGA 13.pdf,FALSE
WILLAMETTE,1350,2010,Washington,HGA 12.pdf,FALSE
WILLAMETTE,1510,2011,Washington,HGA 11.pdf,FALSE
WILLAMETTE,1359,2012,Washington,HGA 10.pdf,FALSE
WILLAMETTE,1240,2013,Washington,HGA 9.pdf,FALSE
WILLAMETTE,1130,2014,Washington,HGA 6.pdf,FALSE
WILLAMETTE,1007,2015,Washington,HGA 5.pdf,TRUE
WILLAMETTE,1277,2016,Washington,HGA 76.pdf,FALSE
WILLAMETTE,1446,2017,Washington,HGA 105.pdf,FALSE
WILLAMETTE,1348,2018,Washington,HGA 168.pdf,FALSE
WILLAMETTE,1596,2019,Washington,HGA 273.pdf,TRUE
WILLAMETTE,1458,2020,Washington,HGA 346.pdf,FALSE
WILLAMETTE,1200,2021,Washington,NASS,FALSE
WILLAMETTE,991,2022,Washington,HGA 435.pdf,TRUE
WILLAMETTE,971,2023,Washington,NASS,TRUE
WILLAMETTE,1320,2024,Washington,NASS,FALSE
ZAPPA,839,2022,Washington,HGA 435.pdf,FALSE
ZEUS,3049,2013,Idaho,HGA 9.pdf,FALSE
ZEUS,2891,2014,Idaho,HGA 6.pdf,FALSE
ZEUS,2909,2015,Idaho,HGA 5.pdf,FALSE
ZEUS,2761,2016,Idaho,HGA 76.pdf,FALSE
ZEUS,2756,2017,Idaho,HGA 105.pdf,FALSE
ZEUS,2764,2018,Idaho,HGA 168.pdf,FALSE
ZEUS,2672,2019,Idaho,HGA 273.pdf,FALSE
ZEUS,2699,2000,Washington,HGA 22.pdf,FALSE
ZEUS,2669,2001,Washington,HGA 21.pdf,FALSE
ZEUS,2993,2002,Washington,HGA 20.pdf,FALSE
ZEUS,2904,2003,Washington,HGA 19.pdf,FALSE
ZEUS,3125,2004,Washington,HGA 18.pdf,FALSE
ZEUS,2255,2005,Washington,HGA 17.pdf,FALSE
ZEUS,2962,2006,Washington,HGA 16.pdf,FALSE
ZEUS,2839,2007,Washington,HGA 15.pdf,FALSE
ZEUS,2618,2008,Washington,HGA 14.pdf,FALSE
ZEUS,3387,2009,Washington,HGA 13.pdf,FALSE
ZEUS,2678,2010,Washington,HGA 12.pdf,FALSE
ZEUS,2572,2011,Washington,HGA 11.pdf,FALSE
ZEUS,2390,2012,Washington,HGA 10.pdf,FALSE
ZEUS,2940,2013,Washington,HGA 9.pdf,FALSE
ZEUS,2811,2014,Washington,HGA 6.pdf,FALSE
ZEUS,2819,2015,Washington,HGA 5.pdf,FALSE
ZEUS,2469,2016,Washington,HGA 76.pdf,FALSE
ZEUS,3088,2017,Washington,HGA 105.pdf,FALSE
ZEUS,2619,2018,Washington,HGA 168.pdf,FALSE
ZEUS,2620,2019,Washington,HGA 273.pdf,FALSE
